,Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities,Location,NewConfirmedCases,Latitude,Longitude,Population,Weight
16811,23980,,Taiwan*,2020-02-02,10.0,0.0,Taiwan*,0.0,23.9739374,120.9820179,23816775,0.0
7286,10391,Greenland,Denmark,2020-02-02,0.0,0.0,Greenland Denmark,0.0,71.8311379,-38.8568271537351,56171,0.0
17636,25157,Arkansas,US,2020-02-02,0.0,0.0,Arkansas US,0.0,35.2048883,-92.4479108,301400,0.0
11561,16490,,Kyrgyzstan,2020-02-02,0.0,0.0,Kyrgyzstan,0.0,41.5089324,74.724091,6524195,0.0
12311,17560,,Madagascar,2020-02-02,0.0,0.0,Madagascar,0.0,-18.9249604,46.4416422,25570000,0.0
2336,3329,,Brunei,2020-02-02,0.0,0.0,Brunei,0.0,4.4137155,114.5653908,437479,0.0
11036,15741,,Japan,2020-02-02,20.0,0.0,Japan,0.0,36.5748441,139.2394179,126476461,0.0
8486,12103,French Guiana,France,2020-02-02,0.0,0.0,French Guiana France,0.0,4.0039882,-52.999998,290691,0.0
21236,30293,West Virginia,US,2020-02-02,0.0,0.0,West Virginia US,0.0,38.4758406,-80.8408415,1806000,0.0
20336,29009,Pennsylvania,US,2020-02-02,0.0,0.0,Pennsylvania US,0.0,40.9699889,-77.7278831,12810000,0.0
19961,28474,North Carolina,US,2020-02-02,0.0,0.0,North Carolina US,0.0,35.6729639,-79.0392919,10380000,0.0
9536,13601,,Ghana,2020-02-02,0.0,0.0,Ghana,0.0,8.0300284,-1.0800271,31072940,0.0
21461,30614,,Uganda,2020-02-02,0.0,0.0,Uganda,0.0,1.5333554,32.2166578,42860000,0.0
4061,5790,Anhui,China,2020-02-02,340.0,0.0,Anhui China,43.0,32.0,117.0,62000000,6.935483870967742e-07
1211,1724,,Austria,2020-02-02,0.0,0.0,Austria,0.0,47.2000338,13.199959,9006398,0.0
11861,16918,,Liberia,2020-02-02,0.0,0.0,Liberia,0.0,5.7499721,-9.3658524,5057681,0.0
7436,10605,,Diamond Princess,2020-02-02,0.0,0.0,Diamond Princess,0.0,53.8953584,27.5554078,3770,0.0
13511,19272,Aruba,Netherlands,2020-02-02,0.0,0.0,Aruba Netherlands,0.0,12.4902998,-69.9609842,105264,0.0
2111,3008,,Bosnia and Herzegovina,2020-02-02,0.0,0.0,Bosnia and Herzegovina,0.0,44.3053476,17.5961467,3280819,0.0
6461,9214,Zhejiang,China,2020-02-02,661.0,0.0,Zhejiang China,62.0,29.0000001,119.9999999,57370000,1.0807042008018127e-06
14561,20770,,Paraguay,2020-02-02,0.0,0.0,Paraguay,0.0,-23.3165935,-58.1693445,7132538,0.0
22886,32647,,Zimbabwe,2020-02-02,0.0,0.0,Zimbabwe,0.0,-18.4554963,29.7468414,16530000,0.0
3461,4934,Ontario,Canada,2020-02-02,3.0,0.0,Ontario Canada,0.0,50.000678,-86.000977,14570000,0.0
20411,29116,Puerto Rico,US,2020-02-02,0.0,0.0,Puerto Rico US,0.0,18.2214149,-66.41328179513847,3195000,0.0
21536,30721,,Ukraine,2020-02-02,0.0,0.0,Ukraine,0.0,49.4871968,31.2718321,43733762,0.0
13136,18737,,Montenegro,2020-02-02,0.0,0.0,Montenegro,0.0,42.9868853,19.5180992,628066,0.0
7361,10498,,Denmark,2020-02-02,0.0,0.0,Denmark,0.0,55.670249,10.3333283,5792202,0.0
17186,24515,,Trinidad and Tobago,2020-02-02,0.0,0.0,Trinidad and Tobago,0.0,10.8677845,-60.9821067,1399488,0.0
3386,4827,Nova Scotia,Canada,2020-02-02,0.0,0.0,Nova Scotia Canada,0.0,45.1960403,-63.1653789,971395,0.0
12236,17453,,MS Zaandam,2020-02-02,0.0,0.0,MS Zaandam,0.0,52.4387696,4.8185293,2047,0.0
4736,6753,Hebei,China,2020-02-02,104.0,1.0,Hebei China,8.0,39.0000001,116.0,74700000,1.07095046854083e-07
22586,32219,,Venezuela,2020-02-02,0.0,0.0,Venezuela,0.0,8.0018709,-66.1109318,28435940,0.0
14261,20342,,Oman,2020-02-02,0.0,0.0,Oman,0.0,21.0000287,57.0036901,5106626,0.0
2936,4185,Alberta,Canada,2020-02-02,0.0,0.0,Alberta Canada,0.0,55.001251,-115.002136,4371000,0.0
2786,3971,,Cambodia,2020-02-02,1.0,0.0,Cambodia,0.0,13.5066394,104.869423,16718965,0.0
11786,16811,,Lebanon,2020-02-02,0.0,0.0,Lebanon,0.0,33.8750629,35.843409,6825445,0.0
8861,12638,New Caledonia,France,2020-02-02,0.0,0.0,New Caledonia France,0.0,-20.454288599999998,164.55660583077983,271407,0.0
13886,19807,,Nicaragua,2020-02-02,0.0,0.0,Nicaragua,0.0,12.6090157,-85.2936911,6218000,0.0
4436,6325,Guangdong,China,2020-02-02,632.0,0.0,Guangdong China,97.0,23.1357694,113.1982688,113460000,8.549268464657147e-07
20936,29865,Vermont,US,2020-02-02,0.0,0.0,Vermont US,0.0,44.5990718,-72.5002608,626299,0.0
16961,24194,,Thailand,2020-02-02,19.0,0.0,Thailand,0.0,14.8971921,100.83273,69799978,0.0
5936,8465,Shanghai,China,2020-02-02,182.0,1.0,Shanghai China,13.0,31.2322758,121.4692071,24240000,5.363036303630363e-07
7736,11033,,Ecuador,2020-02-02,0.0,0.0,Ecuador,0.0,-1.3397668,-79.3666965,17643054,0.0
12461,17774,,Maldives,2020-02-02,0.0,0.0,Maldives,0.0,4.7064352,73.3287853,540544,0.0
21086,30079,Virginia,US,2020-02-02,0.0,0.0,Virginia US,0.0,37.1232245,-78.4927721,8518000,0.0
21311,30400,Wisconsin,US,2020-02-02,0.0,0.0,Wisconsin US,0.0,44.4308975,-89.6884637,5814000,0.0
21686,30935,Anguilla,United Kingdom,2020-02-02,0.0,0.0,Anguilla United Kingdom,0.0,51.53827235,-2.555893281952663,15094,0.0
20486,29223,Rhode Island,US,2020-02-02,0.0,0.0,Rhode Island US,0.0,41.7962409,-71.5992372,1057000,0.0
5861,8358,Shandong,China,2020-02-02,230.0,0.0,Shandong China,24.0,36.0000001,118.9999999,90000000,2.6666666666666667e-07
911,1296,South Australia,Australia,2020-02-02,2.0,0.0,South Australia Australia,1.0,-30.5343665,135.6301212,1677000,5.963029218843172e-07
13361,19058,,Namibia,2020-02-02,0.0,0.0,Namibia,0.0,-23.2335499,17.3231107,2540905,0.0
21911,31256,Cayman Islands,United Kingdom,2020-02-02,0.0,0.0,Cayman Islands United Kingdom,0.0,51.5088472,-0.1449478,61559,0.0
17861,25478,Connecticut,US,2020-02-02,0.0,0.0,Connecticut US,0.0,41.6500201,-72.7342163,3573000,0.0
6086,8679,Sichuan,China,2020-02-02,231.0,1.0,Sichuan China,24.0,30.5000001,102.4999999,81100000,2.9593094944512945e-07
836,1189,Queensland,Australia,2020-02-02,2.0,0.0,Queensland Australia,-1.0,-22.1646782,144.5844903,5071000,0.0
9611,13708,,Greece,2020-02-02,0.0,0.0,Greece,0.0,38.9953683,21.9877132,10423054,0.0
686,975,New South Wales,Australia,2020-02-02,4.0,0.0,New South Wales Australia,0.0,-31.8759835,147.2869493,7544000,0.0
17711,25264,California,US,2020-02-02,0.0,0.0,California US,0.0,36.7014631,-118.7559974,39560000,0.0
16286,23231,,Spain,2020-02-02,1.0,0.0,Spain,0.0,39.3262345,-4.8380649,46754778,0.0
15911,22696,,Singapore,2020-02-02,18.0,0.0,Singapore,2.0,1.357107,103.8194992,5850342,3.4186035619797954e-07
4586,6539,Guizhou,China,2020-02-02,38.0,0.0,Guizhou China,9.0,27.0,107.0,34750000,2.5899280575539566e-07
12761,18202,,Mauritius,2020-02-02,0.0,0.0,Mauritius,0.0,-20.2759451,57.5703566,1271768,0.0
6236,8893,Tibet,China,2020-02-02,1.0,0.0,Tibet China,0.0,31.894343149999997,87.07813712706509,3180000,0.0
10886,15527,,Italy,2020-02-02,2.0,0.0,Italy,0.0,42.6384261,12.674297,60461826,0.0
5636,8037,Ningxia,China,2020-02-02,28.0,0.0,Ningxia China,2.0,37.0000001,105.9999999,6301000,3.1740993493096333e-07
7886,11247,,El Salvador,2020-02-02,0.0,0.0,El Salvador,0.0,13.8000382,-88.9140683,6378000,0.0
19661,28046,New Hampshire,US,2020-02-02,0.0,0.0,New Hampshire US,0.0,43.4849133,-71.6553992,1356000,0.0
19211,27404,Minnesota,US,2020-02-02,0.0,0.0,Minnesota US,0.0,45.9896587,-94.6113288,5611000,0.0
20711,29544,Tennessee,US,2020-02-02,0.0,0.0,Tennessee US,0.0,35.7730076,-86.2820081,6770000,0.0
2861,4078,,Cameroon,2020-02-02,0.0,0.0,Cameroon,0.0,4.6125522,13.1535811,26545863,0.0
7511,10712,,Djibouti,2020-02-02,0.0,0.0,Djibouti,0.0,11.8145966,42.8453061,988000,0.0
236,333,,Andorra,2020-02-02,0.0,0.0,Andorra,0.0,42.5407167,1.5732033,77265,0.0
7661,10926,,Dominican Republic,2020-02-02,0.0,0.0,Dominican Republic,0.0,19.0974031,-70.3028026,10847910,0.0
7811,11140,,Egypt,2020-02-02,0.0,0.0,Egypt,0.0,26.2540493,29.2675469,102334404,0.0
16211,23124,,South Africa,2020-02-02,0.0,0.0,South Africa,0.0,-28.8166236,24.991639,59308690,0.0
13286,18951,,Mozambique,2020-02-02,0.0,0.0,Mozambique,0.0,-19.302233,34.9144977,29670000,0.0
21986,31363,Channel Islands,United Kingdom,2020-02-02,0.0,0.0,Channel Islands United Kingdom,0.0,49.4462088,-2.9028271,173414,0.0
11,12,,Afghanistan,2020-02-02,0.0,0.0,Afghanistan,0.0,33.7680065,66.2385139,38928346,0.0
3011,4292,British Columbia,Canada,2020-02-02,1.0,0.0,British Columbia Canada,0.0,55.001251,-125.002441,5071000,0.0
16061,22910,,Slovenia,2020-02-02,0.0,0.0,Slovenia,0.0,45.8133113,14.4808369,2078938,0.0
15086,21519,,Russia,2020-02-02,2.0,0.0,Russia,0.0,64.6863136,97.7453061,145934462,0.0
14411,20556,,Panama,2020-02-02,0.0,0.0,Panama,0.0,8.559559,-81.1308434,4314767,0.0
4361,6218,Gansu,China,2020-02-02,51.0,0.0,Gansu China,11.0,38.0000001,101.9999999,25580000,4.3002345582486315e-07
6011,8572,Shanxi,China,2020-02-02,66.0,0.0,Shanxi China,19.0,37.0,112.0,36500000,5.205479452054795e-07
986,1403,Tasmania,Australia,2020-02-02,0.0,0.0,Tasmania Australia,0.0,-42.14220555,146.6723517878467,515000,0.0
10736,15313,,Ireland,2020-02-02,0.0,0.0,Ireland,0.0,52.865196,-7.9794599,4937786,0.0
5786,8251,Shaanxi,China,2020-02-02,116.0,0.0,Shaanxi China,15.0,36.0,109.0,37330000,4.018215912135012e-07
9686,13815,,Grenada,2020-02-02,0.0,0.0,Grenada,0.0,12.1360374,-61.6904045,107825,0.0
10586,15099,,Iran,2020-02-02,0.0,0.0,Iran,0.0,32.6475314,54.5643516,83992949,0.0
12686,18095,,Mauritania,2020-02-02,0.0,0.0,Mauritania,0.0,20.2540382,-9.2399263,4649658,0.0
2711,3864,,Cabo Verde,2020-02-02,0.0,0.0,Cabo Verde,0.0,16.0000552,-24.0083947,546388,0.0
8936,12745,Reunion,France,2020-02-02,0.0,0.0,Reunion France,0.0,-21.1309332,55.5265771,859959,0.0
8786,12531,Mayotte,France,2020-02-02,0.0,0.0,Mayotte France,0.0,-12.823048,45.1520755,270372,0.0
19361,27618,Missouri,US,2020-02-02,0.0,0.0,Missouri US,0.0,38.7604815,-92.5617875,6126000,0.0
10661,15206,,Iraq,2020-02-02,0.0,0.0,Iraq,0.0,33.0955793,44.1749775,40222493,0.0
20261,28902,Oregon,US,2020-02-02,0.0,0.0,Oregon US,0.0,43.9792797,-120.737257,4191000,0.0
19061,27190,Massachusetts,US,2020-02-02,0.0,0.0,Massachusetts US,0.0,42.3788774,-72.032366,6902000,0.0
9761,13922,,Guatemala,2020-02-02,0.0,0.0,Guatemala,0.0,15.6356088,-89.8988087,17915568,0.0
611,868,Australian Capital Territory,Australia,2020-02-02,0.0,0.0,Australian Capital Territory Australia,0.0,-35.4883502,149.0026942,418440,0.0
17936,25585,Delaware,US,2020-02-02,0.0,0.0,Delaware US,0.0,38.6920451,-75.4013315,967171,0.0
4511,6432,Guangxi,China,2020-02-02,111.0,0.0,Guangxi China,11.0,24.0,109.0,48380000,2.2736668044646549e-07
17786,25371,Colorado,US,2020-02-02,0.0,0.0,Colorado US,0.0,38.7251776,-105.6077167,5696000,0.0
18011,25692,District of Columbia,US,2020-02-02,0.0,0.0,District of Columbia US,0.0,38.893661249999994,-76.98788325388196,633427,0.0
5711,8144,Qinghai,China,2020-02-02,11.0,0.0,Qinghai China,2.0,35.40709525,95.95211573241954,5627000,3.554291807357384e-07
17036,24301,,Timor-Leste,2020-02-02,0.0,0.0,Timor-Leste,0.0,-8.5151979,125.8375756,1296000,0.0
14336,20449,,Pakistan,2020-02-02,0.0,0.0,Pakistan,0.0,30.3308401,71.247499,220892340,0.0
18986,27083,Maryland,US,2020-02-02,0.0,0.0,Maryland US,0.0,39.5162234,-76.9382069,6043000,0.0
11935,17024,,Libya,2020-02-01,0.0,0.0,Libya,0.0,26.8234472,18.1236723,6375000,0.0
21460,30613,,Uganda,2020-02-01,0.0,0.0,Uganda,0.0,1.5333554,32.2166578,42860000,0.0
20860,29757,Utah,US,2020-02-01,0.0,0.0,Utah US,0.0,39.4225192,-111.7143584,3161000,0.0
4660,6645,Hainan,China,2020-02-01,62.0,1.0,Hainan China,10.0,19.2000001,109.5999999,9258000,1.080146899978397e-06
9085,12958,St Martin,France,2020-02-01,0.0,0.0,St Martin France,0.0,18.085493,-63.05129209796061,32125,0.0
1510,2151,,Bangladesh,2020-02-01,0.0,0.0,Bangladesh,0.0,24.4768783,90.2932426,164689383,0.0
6610,9427,,Congo (Brazzaville),2020-02-01,0.0,0.0,Congo (Brazzaville),0.0,-0.7264327,15.6419155,5518087,0.0
18235,26012,Guam,US,2020-02-01,0.0,0.0,Guam US,0.0,13.450125700000001,144.75755102972062,164229,0.0
16360,23337,,Sri Lanka,2020-02-01,1.0,0.0,Sri Lanka,0.0,7.5554942,80.7137847,21413249,0.0
11035,15740,,Japan,2020-02-01,20.0,0.0,Japan,5.0,36.5748441,139.2394179,126476461,3.95330479716696e-08
13960,19913,,Niger,2020-02-01,0.0,0.0,Niger,0.0,17.7356214,9.3238432,21480000,0.0
2335,3328,,Brunei,2020-02-01,0.0,0.0,Brunei,0.0,4.4137155,114.5653908,437479,0.0
4735,6752,Hebei,China,2020-02-01,96.0,1.0,Hebei China,14.0,39.0000001,116.0,74700000,1.8741633199464525e-07
8110,11567,,Estonia,2020-02-01,0.0,0.0,Estonia,0.0,58.7523778,25.3319078,1326535,0.0
20335,29008,Pennsylvania,US,2020-02-01,0.0,0.0,Pennsylvania US,0.0,40.9699889,-77.7278831,12810000,0.0
21385,30506,Wyoming,US,2020-02-01,0.0,0.0,Wyoming US,0.0,43.1700264,-107.5685348,577737,0.0
14185,20234,,Norway,2020-02-01,0.0,0.0,Norway,0.0,64.5731537,11.52803643954819,5421241,0.0
12835,18308,,Mexico,2020-02-01,0.0,0.0,Mexico,0.0,19.4326296,-99.1331785,128932753,0.0
22210,31683,Montserrat,United Kingdom,2020-02-01,0.0,0.0,Montserrat United Kingdom,0.0,51.7283857,-2.2085499,5900,0.0
15385,21946,,Saint Vincent and the Grenadines,2020-02-01,0.0,0.0,Saint Vincent and the Grenadines,0.0,12.90447,-61.2765569,115000,0.0
15685,22374,,Serbia,2020-02-01,0.0,0.0,Serbia,0.0,44.024322850000004,21.07657433209902,8737371,0.0
18310,26119,Hawaii,US,2020-02-01,0.0,0.0,Hawaii US,0.0,21.2160437,-157.975203,1420000,0.0
17335,24728,,Turkey,2020-02-01,0.0,0.0,Turkey,0.0,38.9597594,34.9249653,84339067,0.0
9985,14242,,Guyana,2020-02-01,0.0,0.0,Guyana,0.0,4.8417097,-58.6416891,786552,0.0
22885,32646,,Zimbabwe,2020-02-01,0.0,0.0,Zimbabwe,0.0,-18.4554963,29.7468414,16530000,0.0
14860,21197,,Portugal,2020-02-01,0.0,0.0,Portugal,0.0,40.0332629,-7.8896263,10196709,0.0
6385,9106,Yunnan,China,2020-02-01,93.0,0.0,Yunnan China,10.0,25.0,102.0,45970000,2.1753317380900586e-07
7960,11353,,Equatorial Guinea,2020-02-01,0.0,0.0,Equatorial Guinea,0.0,1.613172,10.5170357,1402985,0.0
1285,1830,,Azerbaijan,2020-02-01,0.0,0.0,Azerbaijan,0.0,40.3936294,47.7872508,10139177,0.0
15760,22481,,Seychelles,2020-02-01,0.0,0.0,Seychelles,0.0,-4.6574977,55.4540146,98347,0.0
18685,26654,Kansas,US,2020-02-01,0.0,0.0,Kansas US,0.0,38.27312,-98.5821872,2912000,0.0
15235,21732,,Saint Kitts and Nevis,2020-02-01,0.0,0.0,Saint Kitts and Nevis,0.0,17.250512,-62.6725973,55345,0.0
4135,5896,Beijing,China,2020-02-01,168.0,1.0,Beijing China,29.0,39.906217,116.3912757,21540000,1.3463324048282266e-06
8560,12209,French Polynesia,France,2020-02-01,0.0,0.0,French Polynesia France,0.0,-16.03442485,-146.0490931059517,283007,0.0
18760,26761,Kentucky,US,2020-02-01,0.0,0.0,Kentucky US,0.0,37.5726028,-85.1551411,4468000,0.0
5485,7822,Liaoning,China,2020-02-01,64.0,0.0,Liaoning China,16.0,40.9975197,122.9955469,43900000,3.644646924829157e-07
15610,22267,,Senegal,2020-02-01,0.0,0.0,Senegal,0.0,14.4750607,-14.4529612,16743927,0.0
6460,9213,Zhejiang,China,2020-02-01,599.0,0.0,Zhejiang China,61.0,29.0000001,119.9999999,57370000,1.0632734878856546e-06
21610,30827,,United Arab Emirates,2020-02-01,4.0,0.0,United Arab Emirates,0.0,24.0002488,53.9994829,9890402,0.0
18535,26440,Indiana,US,2020-02-01,0.0,0.0,Indiana US,0.0,40.3270127,-86.1746933,6692000,0.0
13060,18629,,Mongolia,2020-02-01,0.0,0.0,Mongolia,0.0,46.8250388,103.8499736,3278290,0.0
7360,10497,,Denmark,2020-02-01,0.0,0.0,Denmark,0.0,55.670249,10.3333283,5792202,0.0
385,546,,Antigua and Barbuda,2020-02-01,0.0,0.0,Antigua and Barbuda,0.0,17.2234721,-61.9554608,97929,0.0
10960,15633,,Jamaica,2020-02-01,0.0,0.0,Jamaica,0.0,18.1152958,-77.1598454610168,2961167,0.0
14710,20983,,Philippines,2020-02-01,1.0,0.0,Philippines,0.0,12.7503486,122.7312101,109581078,0.0
6760,9641,,Costa Rica,2020-02-01,0.0,0.0,Costa Rica,0.0,10.2735633,-84.0739102,5094118,0.0
7810,11139,,Egypt,2020-02-01,0.0,0.0,Egypt,0.0,26.2540493,29.2675469,102334404,0.0
16210,23123,,South Africa,2020-02-01,0.0,0.0,South Africa,0.0,-28.8166236,24.991639,59308690,0.0
4810,6859,Heilongjiang,China,2020-02-01,80.0,2.0,Heilongjiang China,21.0,48.0000047,127.999992,38310000,5.48159749412686e-07
12460,17773,,Maldives,2020-02-01,0.0,0.0,Maldives,0.0,4.7064352,73.3287853,540544,0.0
13285,18950,,Mozambique,2020-02-01,0.0,0.0,Mozambique,0.0,-19.302233,34.9144977,29670000,0.0
4960,7073,Hong Kong,China,2020-02-01,13.0,0.0,Hong Kong China,1.0,22.2793278,114.1628131,7392000,1.3528138528138527e-07
16660,23765,,Switzerland,2020-02-01,0.0,0.0,Switzerland,0.0,46.7985624,8.2319736,8654622,0.0
3010,4291,British Columbia,Canada,2020-02-01,1.0,0.0,British Columbia Canada,0.0,55.001251,-125.002441,5071000,0.0
16060,22909,,Slovenia,2020-02-01,0.0,0.0,Slovenia,0.0,45.8133113,14.4808369,2078938,0.0
5110,7287,Hunan,China,2020-02-01,389.0,0.0,Hunan China,57.0,39.144002,-76.8977145,67370000,8.460739201424967e-07
17635,25156,Arkansas,US,2020-02-01,0.0,0.0,Arkansas US,0.0,35.2048883,-92.4479108,301400,0.0
1360,1937,,Bahamas,2020-02-01,0.0,0.0,Bahamas,0.0,24.7736546,-78.0000547,385340,0.0
20560,29329,South Carolina,US,2020-02-01,0.0,0.0,South Carolina US,0.0,33.6874388,-80.4363743,5084000,0.0
13585,19378,Curacao,Netherlands,2020-02-01,0.0,0.0,Curacao Netherlands,0.0,12.1845,-68.9640875031406,161014,0.0
15310,21839,,Saint Lucia,2020-02-01,0.0,0.0,Saint Lucia,0.0,13.8250489,-60.975036,183627,0.0
1960,2793,,Bhutan,2020-02-01,0.0,0.0,Bhutan,0.0,27.549511,90.5119273,771608,0.0
15835,22588,,Sierra Leone,2020-02-01,0.0,0.0,Sierra Leone,0.0,8.6400349,-11.8400269,7557000,0.0
1435,2044,,Bahrain,2020-02-01,0.0,0.0,Bahrain,0.0,26.1551249,50.5344606,1701575,0.0
17560,25049,Arizona,US,2020-02-01,0.0,0.0,Arizona US,0.0,34.395342,-111.7632755,7172000,0.0
12310,17559,,Madagascar,2020-02-01,0.0,0.0,Madagascar,0.0,-18.9249604,46.4416422,25570000,0.0
17485,24942,Alaska,US,2020-02-01,0.0,0.0,Alaska US,0.0,64.4459613,-149.680909,737438,0.0
835,1188,Queensland,Australia,2020-02-01,3.0,0.0,Queensland Australia,1.0,-22.1646782,144.5844903,5071000,1.9719976336028396e-07
2260,3221,,Brazil,2020-02-01,0.0,0.0,Brazil,0.0,-10.3333333,-53.2,212559417,0.0
5335,7608,Jiangxi,China,2020-02-01,286.0,0.0,Jiangxi China,46.0,28.0,116.0,45200000,1.0176991150442478e-06
5410,7715,Jilin,China,2020-02-01,17.0,0.0,Jilin China,3.0,42.9995032,125.9816054,27460000,1.0924981791697014e-07
19435,27724,Montana,US,2020-02-01,0.0,0.0,Montana US,0.0,47.3752671,-109.6387579,1062000,0.0
12535,17880,,Mali,2020-02-01,0.0,0.0,Mali,0.0,16.3700359,-2.2900239,18540000,0.0
2185,3114,,Botswana,2020-02-01,0.0,0.0,Botswana,0.0,-23.1681782,24.5928742,2292000,0.0
12010,17131,,Liechtenstein,2020-02-01,0.0,0.0,Liechtenstein,0.0,47.1416307,9.5531527,38128,0.0
18835,26868,Louisiana,US,2020-02-01,0.0,0.0,Louisiana US,0.0,30.8703881,-92.007126,4660000,0.0
20410,29115,Puerto Rico,US,2020-02-01,0.0,0.0,Puerto Rico US,0.0,18.2214149,-66.41328179513847,3195000,0.0
8410,11995,,Finland,2020-02-01,1.0,0.0,Finland,0.0,63.2467777,25.9209164,5540720,0.0
11485,16382,,Kuwait,2020-02-01,0.0,0.0,Kuwait,0.0,29.2733964,47.4979476,4270571,0.0
22360,31897,,United Kingdom,2020-02-01,2.0,0.0,United Kingdom,0.0,54.7023545,-3.2765753,67886011,0.0
16435,23444,,Sudan,2020-02-01,0.0,0.0,Sudan,0.0,14.5844444,29.4917691,43849260,0.0
6535,9320,,Colombia,2020-02-01,0.0,0.0,Colombia,0.0,2.8894434,-73.783892,50882891,0.0
22585,32218,,Venezuela,2020-02-01,0.0,0.0,Venezuela,0.0,8.0018709,-66.1109318,28435940,0.0
2035,2900,,Bolivia,2020-02-01,0.0,0.0,Bolivia,0.0,-17.0568696,-64.9912286,11673021,0.0
21760,31041,Bermuda,United Kingdom,2020-02-01,0.0,0.0,Bermuda United Kingdom,0.0,52.5056354,-1.4789788,65441,0.0
17260,24621,,Tunisia,2020-02-01,0.0,0.0,Tunisia,0.0,33.8439408,9.400138,11818619,0.0
9160,13065,,France,2020-02-01,6.0,0.0,France,1.0,46.603354,1.8883335,65273511,1.5320150313348396e-08
160,225,,Algeria,2020-02-01,0.0,0.0,Algeria,0.0,28.0000272,2.9999825,43851044,0.0
8485,12102,French Guiana,France,2020-02-01,0.0,0.0,French Guiana France,0.0,4.0039882,-52.999998,290691,0.0
18385,26226,Idaho,US,2020-02-01,0.0,0.0,Idaho US,0.0,43.6447642,-114.0154071,1754000,0.0
5260,7501,Jiangsu,China,2020-02-01,202.0,0.0,Jiangsu China,34.0,33.0000001,119.9999999,80400000,4.228855721393035e-07
13735,19592,,Netherlands,2020-02-01,0.0,0.0,Netherlands,0.0,52.5001698,5.7480821,17134872,0.0
4210,6003,Chongqing,China,2020-02-01,247.0,1.0,Chongqing China,36.0,29.5585712,106.5492822,30480000,1.1811023622047244e-06
5560,7929,Macau,China,2020-02-01,7.0,0.0,Macau China,0.0,22.1757605,113.5514142,622567,0.0
2110,3007,,Bosnia and Herzegovina,2020-02-01,0.0,0.0,Bosnia and Herzegovina,0.0,44.3053476,17.5961467,3280819,0.0
310,439,,Angola,2020-02-01,0.0,0.0,Angola,0.0,-11.8775768,17.5691241,32866272,0.0
16810,23979,,Taiwan*,2020-02-01,10.0,0.0,Taiwan*,0.0,23.9739374,120.9820179,23816775,0.0
14560,20769,,Paraguay,2020-02-01,0.0,0.0,Paraguay,0.0,-23.3165935,-58.1693445,7132538,0.0
11185,15954,,Kazakhstan,2020-02-01,0.0,0.0,Kazakhstan,0.0,47.2286086,65.2093197,18776707,0.0
3235,4612,Newfoundland and Labrador,Canada,2020-02-01,0.0,0.0,Newfoundland and Labrador Canada,0.0,53.8217327,-61.2295532,521542,0.0
11110,15847,,Jordan,2020-02-01,0.0,0.0,Jordan,0.0,31.1667049,36.941628,10203134,0.0
14935,21304,,Qatar,2020-02-01,0.0,0.0,Qatar,0.0,25.3336984,51.2295295,2881053,0.0
7285,10390,Greenland,Denmark,2020-02-01,0.0,0.0,Greenland Denmark,0.0,71.8311379,-38.8568271537351,56171,0.0
12910,18415,,Moldova,2020-02-01,0.0,0.0,Moldova,0.0,47.2879608,28.5670941,4033963,0.0
18160,25905,Georgia,US,2020-02-01,0.0,0.0,Georgia US,0.0,32.3293809,-83.1137366,10520000,0.0
17110,24407,,Togo,2020-02-01,0.0,0.0,Togo,0.0,8.7800265,1.0199765,8278724,0.0
3535,5040,Prince Edward Island,Canada,2020-02-01,0.0,0.0,Prince Edward Island Canada,0.0,46.503545349999996,-63.595517139914485,156947,0.0
6310,8999,Xinjiang,China,2020-02-01,18.0,0.0,Xinjiang China,1.0,41.7574769,87.16738423046897,21810000,4.585052728106373e-08
10360,14777,,Iceland,2020-02-01,0.0,0.0,Iceland,0.0,64.9841821,-18.1059013,341243,0.0
16735,23872,,Syria,2020-02-01,0.0,0.0,Syria,0.0,34.6401861,39.0494106,18270000,0.0
19285,27510,Mississippi,US,2020-02-01,0.0,0.0,Mississippi US,0.0,32.9715645,-89.7348497,2987000,0.0
4060,5789,Anhui,China,2020-02-01,297.0,0.0,Anhui China,60.0,32.0,117.0,62000000,9.67741935483871e-07
19885,28366,New York,US,2020-02-01,0.0,0.0,New York US,0.0,40.7127281,-74.0060152,8623000,0.0
1210,1723,,Austria,2020-02-01,0.0,0.0,Austria,0.0,47.2000338,13.199959,9006398,0.0
22810,32539,,Zambia,2020-02-01,0.0,0.0,Zambia,0.0,-14.5186239,27.5599164,18383955,0.0
21535,30720,,Ukraine,2020-02-01,0.0,0.0,Ukraine,0.0,49.4871968,31.2718321,43733762,0.0
18460,26333,Illinois,US,2020-02-01,0.0,0.0,Illinois US,0.0,40.0796606,-89.4337288,12740000,0.0
20110,28687,Ohio,US,2020-02-01,0.0,0.0,Ohio US,0.0,40.2253569,-82.6881395,11690000,0.0
8635,12316,Guadeloupe,France,2020-02-01,0.0,0.0,Guadeloupe France,0.0,16.2490067,-61.5650444,395700,0.0
13135,18736,,Montenegro,2020-02-01,0.0,0.0,Montenegro,0.0,42.9868853,19.5180992,628066,0.0
7135,10176,,Czechia,2020-02-01,0.0,0.0,Czechia,0.0,49.8167003,15.4749544,10708981,0.0
17185,24514,,Trinidad and Tobago,2020-02-01,0.0,0.0,Trinidad and Tobago,0.0,10.8677845,-60.9821067,1399488,0.0
